album,artists,available_markets,disc_number,duration_ms,explicit,external_ids,external_urls,href,id,is_playable,linked_from,restrictions,name,popularity,preview_url,track_number,type,uri,is_local
"{'album_group': 'single', 'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LOK81e9H5lr61HlGGHqwA'}, 'href': 'https://api.spotify.com/v1/artists/0LOK81e9H5lr61HlGGHqwA', 'id': '0LOK81e9H5lr61HlGGHqwA', 'name': 'XG', 'type': 'artist', 'uri': 'spotify:artist:0LOK81e9H5lr61HlGGHqwA'}], 'available_markets': ['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CD', 'CG', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IQ', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'LY', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TJ', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VE', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW'], 'external_urls': {'spotify': 'https://open.spotify.com/album/1Gi6ij4Jxc4qE35i3I0gqS'}, 'href': 'https://api.spotify.com/v1/albums/1Gi6ij4Jxc4qE35i3I0gqS', 'id': '1Gi6ij4Jxc4qE35i3I0gqS', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27353f126eb16bb3ab5720b0ba7', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0253f126eb16bb3ab5720b0ba7', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485153f126eb16bb3ab5720b0ba7', 'width': 64}], 'name': 'SHOOTING STAR', 'release_date': '2023-01-25', 'release_date_precision': 'day', 'total_tracks': 2, 'type': 'album', 'uri': 'spotify:album:1Gi6ij4Jxc4qE35i3I0gqS'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0LOK81e9H5lr61HlGGHqwA'}, 'href': 'https://api.spotify.com/v1/artists/0LOK81e9H5lr61HlGGHqwA', 'id': '0LOK81e9H5lr61HlGGHqwA', 'name': 'XG', 'type': 'artist', 'uri': 'spotify:artist:0LOK81e9H5lr61HlGGHqwA'}]","['AR', 'AU', 'AT', 'BE', 'BO', 'BR', 'BG', 'CA', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DK', 'DO', 'DE', 'EC', 'EE', 'SV', 'FI', 'FR', 'GR', 'GT', 'HN', 'HK', 'HU', 'IS', 'IE', 'IT', 'LV', 'LT', 'LU', 'MY', 'MT', 'MX', 'NL', 'NZ', 'NI', 'NO', 'PA', 'PY', 'PE', 'PH', 'PL', 'PT', 'SG', 'SK', 'ES', 'SE', 'CH', 'TW', 'TR', 'UY', 'US', 'GB', 'AD', 'LI', 'MC', 'ID', 'JP', 'TH', 'VN', 'RO', 'IL', 'ZA', 'SA', 'AE', 'BH', 'QA', 'OM', 'KW', 'EG', 'MA', 'DZ', 'TN', 'LB', 'JO', 'PS', 'IN', 'BY', 'KZ', 'MD', 'UA', 'AL', 'BA', 'HR', 'ME', 'MK', 'RS', 'SI', 'KR', 'BD', 'PK', 'LK', 'GH', 'KE', 'NG', 'TZ', 'UG', 'AG', 'AM', 'BS', 'BB', 'BZ', 'BT', 'BW', 'BF', 'CV', 'CW', 'DM', 'FJ', 'GM', 'GE', 'GD', 'GW', 'GY', 'HT', 'JM', 'KI', 'LS', 'LR', 'MW', 'MV', 'ML', 'MH', 'FM', 'NA', 'NR', 'NE', 'PW', 'PG', 'WS', 'SM', 'ST', 'SN', 'SC', 'SL', 'SB', 'KN', 'LC', 'VC', 'SR', 'TL', 'TO', 'TT', 'TV', 'VU', 'AZ', 'BN', 'BI', 'KH', 'CM', 'TD', 'KM', 'GQ', 'SZ', 'GA', 'GN', 'KG', 'LA', 'MO', 'MR', 'MN', 'NP', 'RW', 'TG', 'UZ', 'ZW', 'BJ', 'MG', 'MU', 'MZ', 'AO', 'CI', 'DJ', 'ZM', 'CD', 'CG', 'IQ', 'LY', 'TJ', 'VE', 'ET', 'XK']",1,208065,False,{'isrc': 'JPB602300033'},{'spotify': 'https://open.spotify.com/track/3v5o91PrUtf0nmO6j8J7dZ'},https://api.spotify.com/v1/tracks/3v5o91PrUtf0nmO6j8J7dZ,3v5o91PrUtf0nmO6j8J7dZ,,,,LEFT RIGHT,83,https://p.scdn.co/mp3-preview/a821c8bbf4706683dd234bf9e3c394010bce5dcc?cid=9d3d158cd29f446b877597f60e60f981,2,track,spotify:track:3v5o91PrUtf0nmO6j8J7dZ,False
"{'album_group': 'single', 'album_type': 'single', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/0Adbm5kzcPUxFybf9fhjgG'}, 'href': 'https://api.spotify.com/v1/artists/0Adbm5kzcPUxFybf9fhjgG', 'id': '0Adbm5kzcPUxFybf9fhjgG', 'name': 'Coco & Breezy', 'type': 'artist', 'uri': 'spotify:artist:0Adbm5kzcPUxFybf9fhjgG'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5d6YpWfrSRRZBTgfLt0xcz'}, 'href': 'https://api.spotify.com/v1/artists/5d6YpWfrSRRZBTgfLt0xcz', 'id': '5d6YpWfrSRRZBTgfLt0xcz', 'name': 'Tara Carosielli', 'type': 'artist', 'uri': 'spotify:artist:5d6YpWfrSRRZBTgfLt0xcz'}], 'available_markets': ['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CD', 'CG', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IQ', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'LY', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TJ', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VE', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW'], 'external_urls': {'spotify': 'https://open.spotify.com/album/0ivFb0VQTBvbDyfEDsoLCG'}, 'href': 'https://api.spotify.com/v1/albums/0ivFb0VQTBvbDyfEDsoLCG', 'id': '0ivFb0VQTBvbDyfEDsoLCG', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b273d2facc8fed4273915315f2fe', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e02d2facc8fed4273915315f2fe', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d00004851d2facc8fed4273915315f2fe', 'width': 64}], 'name': 'Just Say', 'release_date': '2022-06-16', 'release_date_precision': 'day', 'total_tracks': 1, 'type': 'album', 'uri': 'spotify:album:0ivFb0VQTBvbDyfEDsoLCG'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0Adbm5kzcPUxFybf9fhjgG'}, 'href': 'https://api.spotify.com/v1/artists/0Adbm5kzcPUxFybf9fhjgG', 'id': '0Adbm5kzcPUxFybf9fhjgG', 'name': 'Coco & Breezy', 'type': 'artist', 'uri': 'spotify:artist:0Adbm5kzcPUxFybf9fhjgG'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5d6YpWfrSRRZBTgfLt0xcz'}, 'href': 'https://api.spotify.com/v1/artists/5d6YpWfrSRRZBTgfLt0xcz', 'id': '5d6YpWfrSRRZBTgfLt0xcz', 'name': 'Tara Carosielli', 'type': 'artist', 'uri': 'spotify:artist:5d6YpWfrSRRZBTgfLt0xcz'}]","['AR', 'AU', 'AT', 'BE', 'BO', 'BR', 'BG', 'CA', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DK', 'DO', 'DE', 'EC', 'EE', 'SV', 'FI', 'FR', 'GR', 'GT', 'HN', 'HK', 'HU', 'IS', 'IE', 'IT', 'LV', 'LT', 'LU', 'MY', 'MT', 'MX', 'NL', 'NZ', 'NI', 'NO', 'PA', 'PY', 'PE', 'PH', 'PL', 'PT', 'SG', 'SK', 'ES', 'SE', 'CH', 'TW', 'TR', 'UY', 'US', 'GB', 'AD', 'LI', 'MC', 'ID', 'JP', 'TH', 'VN', 'RO', 'IL', 'ZA', 'SA', 'AE', 'BH', 'QA', 'OM', 'KW', 'EG', 'MA', 'DZ', 'TN', 'LB', 'JO', 'PS', 'IN', 'BY', 'KZ', 'MD', 'UA', 'AL', 'BA', 'HR', 'ME', 'MK', 'RS', 'SI', 'KR', 'BD', 'PK', 'LK', 'GH', 'KE', 'NG', 'TZ', 'UG', 'AG', 'AM', 'BS', 'BB', 'BZ', 'BT', 'BW', 'BF', 'CV', 'CW', 'DM', 'FJ', 'GM', 'GE', 'GD', 'GW', 'GY', 'HT', 'JM', 'KI', 'LS', 'LR', 'MW', 'MV', 'ML', 'MH', 'FM', 'NA', 'NR', 'NE', 'PW', 'PG', 'WS', 'SM', 'ST', 'SN', 'SC', 'SL', 'SB', 'KN', 'LC', 'VC', 'SR', 'TL', 'TO', 'TT', 'TV', 'VU', 'AZ', 'BN', 'BI', 'KH', 'CM', 'TD', 'KM', 'GQ', 'SZ', 'GA', 'GN', 'KG', 'LA', 'MO', 'MR', 'MN', 'NP', 'RW', 'TG', 'UZ', 'ZW', 'BJ', 'MG', 'MU', 'MZ', 'AO', 'CI', 'DJ', 'ZM', 'CD', 'CG', 'IQ', 'LY', 'TJ', 'VE', 'ET', 'XK']",1,166000,False,{'isrc': 'USYBL2101338'},{'spotify': 'https://open.spotify.com/track/1dHiSGzb9WFtDKnBFJs4KO'},https://api.spotify.com/v1/tracks/1dHiSGzb9WFtDKnBFJs4KO,1dHiSGzb9WFtDKnBFJs4KO,,,,Just Say,65,https://p.scdn.co/mp3-preview/f672d7b46ea66a6a3180ee108b72ee971ffafdec?cid=9d3d158cd29f446b877597f60e60f981,1,track,spotify:track:1dHiSGzb9WFtDKnBFJs4KO,False
"{'album_group': 'album', 'album_type': 'album', 'artists': [{'external_urls': {'spotify': 'https://open.spotify.com/artist/6lyMYewq2SuTFIXgiv7OxH'}, 'href': 'https://api.spotify.com/v1/artists/6lyMYewq2SuTFIXgiv7OxH', 'id': '6lyMYewq2SuTFIXgiv7OxH', 'name': 'Inhaler', 'type': 'artist', 'uri': 'spotify:artist:6lyMYewq2SuTFIXgiv7OxH'}], 'available_markets': ['AD', 'AE', 'AG', 'AL', 'AM', 'AO', 'AR', 'AT', 'AU', 'AZ', 'BA', 'BB', 'BD', 'BE', 'BF', 'BG', 'BH', 'BI', 'BJ', 'BN', 'BO', 'BR', 'BS', 'BT', 'BW', 'BY', 'BZ', 'CA', 'CD', 'CG', 'CH', 'CI', 'CL', 'CM', 'CO', 'CR', 'CV', 'CW', 'CY', 'CZ', 'DE', 'DJ', 'DK', 'DM', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FJ', 'FM', 'FR', 'GA', 'GB', 'GD', 'GE', 'GH', 'GM', 'GN', 'GQ', 'GR', 'GT', 'GW', 'GY', 'HK', 'HN', 'HR', 'HT', 'HU', 'ID', 'IE', 'IL', 'IN', 'IQ', 'IS', 'IT', 'JM', 'JO', 'JP', 'KE', 'KG', 'KH', 'KI', 'KM', 'KN', 'KR', 'KW', 'KZ', 'LA', 'LB', 'LC', 'LI', 'LK', 'LR', 'LS', 'LT', 'LU', 'LV', 'LY', 'MA', 'MC', 'MD', 'ME', 'MG', 'MH', 'MK', 'ML', 'MN', 'MO', 'MR', 'MT', 'MU', 'MV', 'MW', 'MX', 'MY', 'MZ', 'NA', 'NE', 'NG', 'NI', 'NL', 'NO', 'NP', 'NR', 'NZ', 'OM', 'PA', 'PE', 'PG', 'PH', 'PK', 'PL', 'PS', 'PT', 'PW', 'PY', 'QA', 'RO', 'RS', 'RW', 'SA', 'SB', 'SC', 'SE', 'SG', 'SI', 'SK', 'SL', 'SM', 'SN', 'SR', 'ST', 'SV', 'SZ', 'TD', 'TG', 'TH', 'TJ', 'TL', 'TN', 'TO', 'TR', 'TT', 'TV', 'TW', 'TZ', 'UA', 'UG', 'US', 'UY', 'UZ', 'VC', 'VE', 'VN', 'VU', 'WS', 'XK', 'ZA', 'ZM', 'ZW'], 'external_urls': {'spotify': 'https://open.spotify.com/album/54NhZZmsHYbKtTjarvGPwu'}, 'href': 'https://api.spotify.com/v1/albums/54NhZZmsHYbKtTjarvGPwu', 'id': '54NhZZmsHYbKtTjarvGPwu', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27375ddb38ec65fcbef1b51038f', 'width': 640}, {'height': 300, 'url': 'https://i.scdn.co/image/ab67616d00001e0275ddb38ec65fcbef1b51038f', 'width': 300}, {'height': 64, 'url': 'https://i.scdn.co/image/ab67616d0000485175ddb38ec65fcbef1b51038f', 'width': 64}], 'name': ""It Won't Always Be Like This"", 'release_date': '2021-07-09', 'release_date_precision': 'day', 'total_tracks': 11, 'type': 'album', 'uri': 'spotify:album:54NhZZmsHYbKtTjarvGPwu'}","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6lyMYewq2SuTFIXgiv7OxH'}, 'href': 'https://api.spotify.com/v1/artists/6lyMYewq2SuTFIXgiv7OxH', 'id': '6lyMYewq2SuTFIXgiv7OxH', 'name': 'Inhaler', 'type': 'artist', 'uri': 'spotify:artist:6lyMYewq2SuTFIXgiv7OxH'}]","['AR', 'AU', 'AT', 'BE', 'BO', 'BR', 'BG', 'CA', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DK', 'DO', 'DE', 'EC', 'EE', 'SV', 'FI', 'FR', 'GR', 'GT', 'HN', 'HK', 'HU', 'IS', 'IE', 'IT', 'LV', 'LT', 'LU', 'MY', 'MT', 'MX', 'NL', 'NZ', 'NI', 'NO', 'PA', 'PY', 'PE', 'PH', 'PL', 'PT', 'SG', 'SK', 'ES', 'SE', 'CH', 'TW', 'TR', 'UY', 'US', 'GB', 'AD', 'LI', 'MC', 'ID', 'JP', 'TH', 'VN', 'RO', 'IL', 'ZA', 'SA', 'AE', 'BH', 'QA', 'OM', 'KW', 'EG', 'MA', 'DZ', 'TN', 'LB', 'JO', 'PS', 'IN', 'BY', 'KZ', 'MD', 'UA', 'AL', 'BA', 'HR', 'ME', 'MK', 'RS', 'SI', 'KR', 'BD', 'PK', 'LK', 'GH', 'KE', 'NG', 'TZ', 'UG', 'AG', 'AM', 'BS', 'BB', 'BZ', 'BT', 'BW', 'BF', 'CV', 'CW', 'DM', 'FJ', 'GM', 'GE', 'GD', 'GW', 'GY', 'HT', 'JM', 'KI', 'LS', 'LR', 'MW', 'MV', 'ML', 'MH', 'FM', 'NA', 'NR', 'NE', 'PW', 'PG', 'WS', 'SM', 'ST', 'SN', 'SC', 'SL', 'SB', 'KN', 'LC', 'VC', 'SR', 'TL', 'TO', 'TT', 'TV', 'VU', 'AZ', 'BN', 'BI', 'KH', 'CM', 'TD', 'KM', 'GQ', 'SZ', 'GA', 'GN', 'KG', 'LA', 'MO', 'MR', 'MN', 'NP', 'RW', 'TG', 'UZ', 'ZW', 'BJ', 'MG', 'MU', 'MZ', 'AO', 'CI', 'DJ', 'ZM', 'CD', 'CG', 'IQ', 'LY', 'TJ', 'VE', 'ET', 'XK']",1,244906,False,{'isrc': 'GBUM72005774'},{'spotify': 'https://open.spotify.com/track/4wgnDiPIr6oXULBgQeszek'},https://api.spotify.com/v1/tracks/4wgnDiPIr6oXULBgQeszek,4wgnDiPIr6oXULBgQeszek,,,,It Won't Always Be Like This,48,,1,track,spotify:track:4wgnDiPIr6oXULBgQeszek,False
